"Throughput (Mbps)","Time (s)","Flow"
95.5048,59.8,"Flow 1"
80.3062,59.8,"Flow 2"
4.28402,59.8,"Flow 3"
3.62973,59.8,"Flow 4"
80.3062,59.8,"Flow 5"
3.62973,59.8,"Flow 6"
80.3062,59.8,"Flow 7"
3.62973,59.8,"Flow 8"
95.5048,59.9,"Flow 1"
80.3062,59.9,"Flow 2"
4.28402,59.9,"Flow 3"
3.62973,59.9,"Flow 4"
80.3062,59.9,"Flow 5"
3.62973,59.9,"Flow 6"
80.3062,59.9,"Flow 7"
3.62973,59.9,"Flow 8"
